SubscribeID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Subscribe Duration,Country,Age,Gender,Device
3,Premium,11,11/20/2022,6/26/2023,218,Spain,41,Male,Smartphone
1,Basic,15,11/21/2022,6/30/2023,221,Italy,43,Female,Tablet
3,Premium,12,11/25/2022,6/28/2023,215,United States,36,Female,Laptop
1,Basic,11,8/12/2022,6/27/2023,319,Canada,31,Male,Laptop
2,Standard,12,1/11/2022,6/25/2023,530,United Kingdom,47,Female,Smart TV
2,Standard,14,12/10/2022,6/29/2023,201,Australia,48,Male,Smart TV
1,Basic,11,10/13/2022,6/27/2023,257,Germany,36,Male,Laptop
3,Premium,12,10/17/2022,6/29/2023,255,France,41,Male,Smart TV
1,Basic,13,10/23/2022,6/25/2023,245,Brazil,32,Male,Laptop
2,Standard,13,10/24/2022,6/28/2023,247,Mexico,28,Male,Smartphone
3,Premium,12,10/25/2022,6/27/2023,245,Spain,46,Female,Smartphone
1,Basic,11,10/22/2022,6/29/2023,250,Italy,46,Female,Smartphone
1,Basic,11,9/30/2022,6/25/2023,268,United States,47,Male,Tablet
1,Basic,11,6/9/2022,6/27/2023,383,Canada,31,Female,Tablet
2,Standard,10,6/18/2022,6/26/2023,373,United Kingdom,44,Female,Tablet
3,Premium,10,12/6/2022,6/28/2023,204,Australia,39,Female,Laptop
1,Basic,14,6/17/2022,6/28/2023,376,Germany,44,Female,Laptop
1,Basic,12,6/20/2022,6/27/2023,372,France,39,Female,Smartphone
3,Premium,12,8/27/2022,6/28/2023,305,Brazil,37,Male,Laptop
2,Standard,14,8/13/2022,6/27/2023,318,Mexico,47,Female,Laptop
2,Standard,10,12/8/2022,6/28/2023,202,Spain,46,Female,Smart TV
1,Basic,15,5/8/2022,6/27/2023,415,Italy,27,Female,Smart TV
3,Premium,10,7/14/2022,6/27/2023,348,United States,43,Female,Laptop
2,Standard,10,7/6/2022,6/26/2023,355,Canada,51,Male,Smart TV
1,Basic,10,1/6/2022,6/27/2023,537,United Kingdom,49,Male,Smart TV
2,Standard,10,5/19/2022,6/28/2023,405,Australia,35,Female,Smartphone
3,Premium,15,5/22/2022,6/27/2023,401,Germany,44,Male,Smartphone
1,Basic,14,11/7/2022,6/26/2023,231,France,48,Male,Tablet
3,Premium,11,7/19/2022,6/28/2023,344,Brazil,39,Female,Tablet
2,Standard,12,7/21/2022,6/28/2023,342,Mexico,38,Male,Laptop
1,Basic,14,2/8/2022,6/26/2023,503,Spain,45,Male,Smart TV
2,Standard,13,3/7/2022,6/28/2023,478,Italy,43,Female,Laptop
3,Premium,13,6/23/2022,6/27/2023,369,United States,42,Male,Laptop
1,Basic,15,3/6/2022,6/28/2023,479,Canada,28,Male,Smart TV
2,Standard,10,3/6/2022,6/26/2023,477,United Kingdom,40,Male,Tablet
3,Premium,14,5/30/2022,6/27/2023,393,Australia,41,Female,Tablet
1,Basic,12,5/6/2022,6/26/2023,416,Germany,45,Female,Laptop
3,Premium,14,10/6/2022,6/27/2023,264,France,30,Female,Smartphone
1,Basic,11,7/14/2022,6/26/2023,347,Brazil,31,Female,Smartphone
2,Standard,13,7/15/2022,6/27/2023,347,Mexico,51,Female,Tablet
2,Standard,12,7/14/2022,6/25/2023,346,Spain,44,Female,Smartphone
1,Basic,14,7/13/2022,6/27/2023,349,Italy,49,Male,Laptop
3,Premium,12,7/17/2022,6/26/2023,344,United States,47,Female,Laptop
1,Basic,14,7/21/2022,6/26/2023,340,Canada,42,Male,Smartphone
2,Standard,13,7/23/2022,6/28/2023,340,United Kingdom,28,Male,Smartphone
3,Premium,13,1/8/2022,6/28/2023,536,Australia,28,Male,Smartphone
1,Basic,13,6/8/2022,6/26/2023,383,Germany,49,Female,Tablet
3,Premium,12,8/19/2022,6/26/2023,311,France,32,Female,Smartphone
1,Basic,12,8/26/2022,6/27/2023,305,Brazil,37,Female,Tablet
2,Standard,13,9/27/2022,6/27/2023,273,Mexico,37,Female,Tablet
2,Standard,14,9/15/2022,6/25/2023,283,Spain,37,Male,Smartphone
1,Basic,15,2/9/2022,6/25/2023,501,Italy,37,Male,Smart TV
3,Premium,14,3/9/2022,6/26/2023,474,United States,48,Female,Tablet
1,Basic,12,3/9/2022,6/26/2023,474,Canada,47,Male,Laptop
2,Standard,13,8/24/2022,6/26/2023,306,United Kingdom,41,Female,Smartphone
3,Premium,14,8/21/2022,6/27/2023,310,Australia,47,Female,Laptop
1,Basic,13,8/23/2022,6/25/2023,306,Germany,39,Female,Smartphone
3,Premium,10,2/9/2022,6/26/2023,502,France,28,Male,Tablet
1,Basic,14,9/21/2022,6/29/2023,281,Brazil,31,Male,Smart TV
2,Standard,14,10/21/2022,6/27/2023,249,Mexico,47,Female,Smart TV
2,Standard,11,10/30/2022,6/27/2023,240,Spain,27,Female,Laptop
1,Basic,10,2/11/2022,6/28/2023,502,Italy,28,Male,Laptop
3,Premium,14,10/16/2022,6/28/2023,255,United States,33,Male,Tablet
1,Basic,14,9/15/2022,6/29/2023,287,Canada,29,Female,Tablet
2,Standard,15,12/9/2022,6/27/2023,200,United Kingdom,41,Male,Smartphone
3,Premium,12,9/18/2022,6/29/2023,284,Australia,28,Female,Tablet
1,Basic,13,4/10/2022,6/27/2023,443,Germany,38,Male,Tablet
3,Premium,15,5/10/2022,6/30/2023,416,France,35,Male,Laptop
1,Basic,11,6/11/2022,6/26/2023,380,Brazil,51,Male,Smart TV
2,Standard,12,11/17/2022,6/28/2023,223,Mexico,45,Male,Smartphone
2,Standard,14,11/18/2022,6/26/2023,220,Spain,51,Male,Laptop
1,Basic,14,11/22/2022,6/30/2023,220,Italy,46,Female,Smart TV
3,Premium,15,4/12/2022,6/28/2023,442,United States,28,Male,Smart TV
1,Basic,12,11/19/2022,6/30/2023,223,Canada,46,Female,Smart TV
2,Standard,11,6/11/2022,6/25/2023,379,United Kingdom,46,Female,Smartphone
3,Premium,12,10/15/2022,6/29/2023,257,Australia,32,Female,Laptop
1,Basic,11,10/17/2022,6/28/2023,254,Germany,39,Female,Smart TV
3,Premium,11,10/19/2022,6/29/2023,253,France,41,Female,Smartphone
1,Basic,13,10/23/2022,6/25/2023,245,Brazil,47,Male,Smart TV
2,Standard,12,10/24/2022,6/28/2023,247,Mexico,35,Male,Smart TV
2,Standard,12,10/23/2022,6/27/2023,247,Spain,37,Female,Smart TV
1,Basic,11,10/10/2022,6/29/2023,262,Italy,47,Male,Tablet
3,Premium,13,5/10/2022,6/28/2023,414,United States,48,Female,Laptop
1,Basic,12,1/7/2022,6/27/2023,536,Canada,30,Female,Laptop
2,Standard,10,1/7/2022,6/27/2023,536,United Kingdom,36,Male,Smart TV
3,Premium,10,6/25/2022,6/28/2023,368,Australia,50,Female,Smartphone
1,Basic,12,6/24/2022,6/28/2023,369,Germany,41,Male,Tablet
1,Basic,14,6/28/2022,6/28/2023,365,France,46,Female,Smartphone
1,Basic,15,11/8/2022,6/28/2023,232,Brazil,36,Female,Laptop
2,Standard,14,12/8/2022,6/27/2023,201,Mexico,48,Male,Tablet
3,Premium,10,7/8/2022,6/28/2023,355,Spain,37,Female,Laptop
1,Basic,14,6/8/2022,6/27/2023,384,Italy,49,Male,Laptop
1,Basic,12,7/18/2022,6/28/2023,345,United States,31,Female,Laptop
3,Premium,12,6/16/2022,6/26/2023,375,Canada,42,Female,Laptop
2,Standard,11,5/30/2022,6/28/2023,394,United Kingdom,45,Female,Tablet
2,Standard,15,5/28/2022,6/28/2023,396,Australia,51,Female,Tablet
1,Basic,11,5/31/2022,6/27/2023,392,Germany,31,Female,Smart TV
3,Premium,14,4/6/2022,6/27/2023,447,France,41,Male,Tablet
2,Standard,14,6/29/2022,6/28/2023,364,Brazil,40,Male,Smart TV
1,Basic,10,7/24/2022,6/28/2023,339,Mexico,27,Male,Tablet
2,Standard,10,7/19/2022,6/27/2023,343,Spain,46,Female,Tablet
3,Premium,10,6/30/2022,6/28/2023,363,Italy,30,Female,Smart TV
1,Basic,11,6/16/2022,6/27/2023,376,United States,37,Male,Smart TV
3,Premium,15,10/6/2022,6/28/2023,265,Canada,45,Male,Smartphone
2,Standard,11,1/6/2022,6/26/2023,536,United Kingdom,40,Male,Smart TV
1,Basic,13,3/6/2022,6/28/2023,479,Australia,45,Male,Laptop
2,Standard,11,5/6/2022,6/26/2023,416,Germany,34,Male,Laptop
3,Premium,10,7/6/2022,6/27/2023,356,France,33,Male,Laptop
1,Basic,10,6/22/2022,6/26/2023,369,Brazil,47,Female,Laptop
2,Standard,11,6/28/2022,6/27/2023,364,Mexico,32,Male,Smart TV
3,Premium,12,6/29/2022,6/29/2023,365,Spain,41,Female,Tablet
1,Basic,15,3/7/2022,6/28/2023,478,Italy,31,Female,Tablet
3,Premium,15,8/7/2022,6/27/2023,324,United States,43,Male,Tablet
1,Basic,10,7/13/2022,6/27/2023,349,Canada,32,Female,Tablet
2,Standard,10,7/27/2022,6/28/2023,336,United Kingdom,46,Female,Smartphone
2,Standard,14,7/30/2022,6/28/2023,333,Australia,38,Male,Smartphone
1,Basic,11,8/13/2022,6/26/2023,317,Germany,31,Female,Smart TV
3,Premium,14,8/18/2022,6/26/2023,312,France,31,Female,Laptop
1,Basic,10,8/24/2022,6/27/2023,307,Brazil,50,Male,Laptop
2,Standard,10,8/9/2022,6/27/2023,322,Mexico,32,Male,Laptop
3,Premium,13,4/9/2022,6/27/2023,444,Spain,38,Female,Smartphone
1,Basic,15,4/9/2022,6/27/2023,444,Italy,37,Female,Laptop
3,Premium,12,4/9/2022,6/26/2023,443,United States,36,Male,Smart TV
1,Basic,11,8/27/2022,6/27/2023,304,Canada,30,Male,Smart TV
2,Standard,14,8/25/2022,6/27/2023,306,United Kingdom,28,Male,Smart TV
2,Standard,13,8/25/2022,6/28/2023,307,Australia,40,Male,Smartphone
1,Basic,14,1/9/2022,6/28/2023,535,Germany,28,Female,Tablet
3,Premium,15,9/13/2022,6/26/2023,286,France,37,Female,Laptop
1,Basic,15,5/10/2022,6/29/2023,415,Brazil,30,Male,Smart TV
2,Standard,11,8/10/2022,6/28/2023,322,Mexico,33,Female,Smart TV
3,Premium,11,10/26/2022,6/28/2023,245,Spain,49,Male,Tablet
1,Basic,12,10/18/2022,6/29/2023,254,Italy,36,Female,Smart TV
3,Premium,12,7/10/2022,6/28/2023,353,United States,28,Female,Smartphone
1,Basic,10,9/17/2022,6/30/2023,286,Canada,51,Male,Tablet
2,Standard,11,9/18/2022,6/27/2023,282,United Kingdom,35,Female,Smartphone
2,Standard,14,9/27/2022,6/29/2023,275,Australia,31,Male,Smart TV
1,Basic,13,9/30/2022,6/27/2023,270,Germany,39,Male,Smartphone
3,Premium,10,10/30/2022,6/30/2023,243,France,51,Female,Laptop
1,Basic,11,9/11/2022,6/29/2023,291,Brazil,44,Male,Smartphone
2,Standard,11,11/17/2022,6/28/2023,223,Mexico,41,Female,Smartphone
3,Premium,10,11/18/2022,6/26/2023,220,Spain,28,Female,Laptop
1,Basic,15,11/22/2022,6/30/2023,220,Italy,38,Male,Laptop
3,Premium,14,11/22/2022,6/28/2023,218,Spain,43,Male,Smartphone
1,Basic,13,11/21/2022,6/30/2023,221,Spain,38,Male,Smartphone
2,Standard,14,10/11/2022,6/26/2023,258,United States,30,Male,Tablet
2,Standard,12,10/21/2022,6/29/2023,251,Canada,32,Female,Laptop
1,Basic,11,10/21/2022,6/28/2023,250,United States,35,Male,Smartphone
3,Premium,14,10/23/2022,6/29/2023,249,United States,27,Male,Smart TV
1,Basic,15,10/24/2022,6/26/2023,245,Canada,49,Female,Tablet
2,Standard,12,10/23/2022,6/28/2023,248,United Kingdom,42,Female,Tablet
3,Premium,10,10/21/2022,6/28/2023,250,Australia,40,Male,Smartphone
1,Basic,15,6/10/2022,6/29/2023,384,Germany,43,Female,Tablet
3,Premium,11,7/26/2022,6/28/2023,337,France,44,Female,Smart TV
1,Basic,15,7/13/2022,6/28/2023,350,Brazil,32,Male,Tablet
2,Standard,10,6/7/2022,6/28/2023,386,Mexico,50,Male,Tablet
2,Standard,14,7/7/2022,6/28/2023,356,Spain,35,Male,Tablet
1,Basic,15,1/7/2022,6/29/2023,538,Italy,44,Female,Laptop
3,Premium,14,7/31/2022,6/28/2023,332,Spain,42,Female,Smart TV
1,Basic,12,6/8/2022,6/28/2023,385,Spain,34,Female,Smart TV
2,Standard,15,7/8/2022,6/27/2023,354,United States,37,Female,Tablet
3,Premium,10,6/8/2022,6/28/2023,385,Canada,43,Male,Smartphone
1,Basic,13,3/8/2022,6/28/2023,477,United States,32,Male,Smart TV
1,Basic,15,6/18/2022,6/28/2023,375,United States,33,Female,Smart TV
1,Basic,14,6/17/2022,6/27/2023,375,Canada,32,Female,Tablet
2,Standard,13,7/6/2022,6/29/2023,358,United Kingdom,41,Male,Smartphone
3,Premium,15,6/6/2022,6/28/2023,387,Australia,31,Male,Tablet
1,Basic,14,4/6/2022,6/27/2023,447,Germany,44,Male,Tablet
1,Basic,11,6/20/2022,6/28/2023,373,France,49,Male,Laptop
3,Premium,10,10/7/2022,6/28/2023,264,Brazil,48,Female,Tablet
2,Standard,13,7/13/2022,6/29/2023,351,Mexico,42,Female,Smartphone
2,Standard,11,7/7/2022,6/27/2023,355,Spain,50,Female,Laptop
1,Basic,14,6/22/2022,6/28/2023,371,Italy,49,Female,Smart TV
3,Premium,14,6/15/2022,6/27/2023,377,Spain,30,Female,Laptop
2,Standard,11,3/6/2022,6/28/2023,479,Spain,38,Male,Laptop
1,Basic,14,4/6/2022,6/27/2023,447,United States,38,Male,Smartphone
2,Standard,11,5/6/2022,6/28/2023,418,Canada,39,Female,Smart TV
3,Premium,15,7/6/2022,6/29/2023,358,United States,42,Female,Laptop
1,Basic,10,6/14/2022,6/29/2023,380,United States,28,Male,Smart TV
3,Premium,10,6/17/2022,6/27/2023,375,Canada,38,Male,Smartphone
2,Standard,14,6/19/2022,6/28/2023,374,United Kingdom,40,Female,Tablet
1,Basic,12,2/7/2022,6/29/2023,507,Australia,30,Female,Tablet
2,Standard,10,3/7/2022,6/29/2023,479,Germany,40,Male,Smartphone
3,Premium,10,7/13/2022,6/27/2023,349,France,31,Male,Smart TV
1,Basic,14,7/26/2022,6/27/2023,336,Brazil,41,Male,Smartphone
2,Standard,11,7/27/2022,6/28/2023,336,Mexico,37,Male,Smartphone
3,Premium,14,8/8/2022,6/28/2023,324,Spain,49,Male,Tablet
1,Basic,14,8/17/2022,6/27/2023,314,Italy,29,Male,Smart TV
3,Premium,10,8/20/2022,6/26/2023,310,Spain,31,Male,Smart TV
1,Basic,10,5/9/2022,6/27/2023,414,Spain,39,Male,Tablet
2,Standard,12,5/9/2022,6/27/2023,414,United States,51,Female,Smartphone
2,Standard,10,5/9/2022,6/27/2023,414,Canada,38,Female,Smartphone
1,Basic,11,6/9/2022,6/27/2023,383,United States,29,Female,Tablet
3,Premium,13,3/9/2022,6/28/2023,476,United States,41,Female,Laptop
1,Basic,13,8/29/2022,6/27/2023,302,Canada,48,Female,Tablet
2,Standard,14,8/27/2022,6/28/2023,305,United Kingdom,39,Male,Smart TV
3,Premium,12,8/29/2022,6/29/2023,304,Australia,37,Male,Smartphone
1,Basic,11,9/13/2022,6/28/2023,288,Germany,37,Female,Smartphone
3,Premium,14,9/24/2022,6/27/2023,276,France,34,Male,Smartphone
1,Basic,15,5/10/2022,6/29/2023,415,Brazil,37,Male,Smartphone
2,Standard,14,10/18/2022,6/30/2023,255,Mexico,37,Female,Smart TV
2,Standard,13,10/19/2022,6/28/2023,252,Spain,51,Female,Tablet
1,Basic,15,10/14/2022,6/29/2023,258,Italy,45,Male,Laptop
3,Premium,14,9/30/2022,6/28/2023,271,Spain,29,Female,Laptop
1,Basic,14,9/19/2022,6/30/2023,284,Spain,37,Male,Laptop
2,Standard,10,9/24/2022,6/29/2023,278,United States,34,Male,Tablet
3,Premium,14,9/28/2022,6/29/2023,274,Canada,35,Male,Smartphone
1,Basic,12,9/29/2022,6/27/2023,271,United States,29,Male,Laptop
3,Premium,11,11/10/2022,1/7/2023,58,United States,45,Male,Tablet
1,Basic,14,8/11/2022,6/29/2023,322,Canada,36,Male,Smart TV
2,Standard,11,11/16/2022,6/28/2023,224,United Kingdom,27,Female,Laptop
2,Standard,10,11/17/2022,6/26/2023,221,Australia,31,Female,Laptop
1,Basic,10,11/20/2022,6/30/2023,222,Germany,41,Female,Laptop
3,Premium,13,11/21/2022,6/29/2023,220,France,37,Male,Smart TV
1,Basic,12,11/21/2022,6/30/2023,221,Brazil,49,Female,Tablet
2,Standard,12,11/18/2022,6/27/2023,221,Mexico,37,Female,Smart TV
3,Premium,14,10/26/2022,6/29/2023,246,Spain,36,Female,Smartphone
1,Basic,13,10/25/2022,6/28/2023,246,Italy,38,Female,Smart TV
3,Premium,15,10/26/2022,6/30/2023,247,Spain,49,Female,Tablet
1,Basic,15,10/23/2022,6/26/2023,246,Spain,31,Male,Laptop
2,Standard,13,10/23/2022,6/28/2023,248,United States,29,Female,Laptop
2,Standard,12,10/16/2022,6/28/2023,255,Canada,35,Female,Tablet
1,Basic,14,9/8/2022,6/29/2023,294,United States,46,Female,Tablet
3,Premium,10,2/8/2022,6/29/2023,506,United States,29,Female,Laptop
1,Basic,12,7/16/2022,6/28/2023,347,Canada,43,Female,Laptop
2,Standard,15,7/17/2022,6/28/2023,346,United Kingdom,38,Female,Tablet
3,Premium,14,7/14/2022,6/28/2023,349,Australia,48,Female,Smart TV
1,Basic,14,7/16/2022,6/29/2023,348,Germany,41,Male,Laptop
3,Premium,15,6/8/2022,6/29/2023,386,France,51,Female,Laptop
1,Basic,14,7/8/2022,6/28/2023,355,Brazil,39,Male,Smart TV
2,Standard,11,7/8/2022,6/27/2023,354,Mexico,31,Male,Smartphone
2,Standard,15,4/8/2022,6/29/2023,447,Spain,28,Male,Laptop
1,Basic,15,7/29/2022,6/29/2023,335,Italy,47,Male,Laptop
3,Premium,14,6/19/2022,6/28/2023,374,Spain,35,Female,Smart TV
1,Basic,15,9/6/2022,6/29/2023,296,Spain,33,Male,Smartphone
2,Standard,11,6/6/2022,6/29/2023,388,United States,41,Male,Smartphone
3,Premium,12,6/6/2022,6/30/2023,389,Canada,38,Female,Smart TV
1,Basic,10,11/6/2022,6/28/2023,234,United States,49,Male,Laptop
1,Basic,14,6/18/2022,6/28/2023,375,United States,29,Female,Smart TV
1,Basic,13,6/27/2022,6/28/2023,366,Canada,50,Male,Laptop
2,Standard,12,5/7/2022,6/29/2023,418,United Kingdom,29,Female,Tablet
3,Premium,15,6/7/2022,6/27/2023,385,Australia,44,Male,Smart TV
1,Basic,14,6/16/2022,6/29/2023,378,Germany,36,Female,Smart TV
1,Basic,14,5/6/2022,6/30/2023,420,France,46,Female,Smart TV
3,Premium,14,5/6/2022,6/29/2023,419,Brazil,30,Male,Smartphone
2,Standard,15,6/6/2022,6/27/2023,386,Mexico,46,Female,Tablet
2,Standard,15,7/6/2022,6/28/2023,357,Spain,33,Male,Smartphone
1,Basic,15,10/6/2022,6/29/2023,266,Italy,46,Female,Tablet
3,Premium,14,6/13/2022,6/29/2023,381,Spain,50,Male,Tablet
2,Standard,14,6/14/2022,6/27/2023,378,Spain,27,Female,Smart TV
1,Basic,12,6/22/2022,6/28/2023,371,United States,48,Female,Smart TV
2,Standard,14,3/7/2022,6/29/2023,479,Canada,50,Female,Smartphone
3,Premium,13,5/7/2022,6/29/2023,418,United States,28,Female,Tablet
1,Basic,15,11/7/2022,6/28/2023,233,United States,29,Female,Smartphone
3,Premium,11,7/17/2022,6/27/2023,345,Canada,36,Male,Smart TV
2,Standard,12,7/27/2022,6/28/2023,336,United Kingdom,51,Male,Laptop
1,Basic,15,8/14/2022,6/28/2023,318,Australia,51,Male,Smartphone
2,Standard,13,8/15/2022,6/27/2023,316,Germany,43,Male,Smart TV
3,Premium,14,2/9/2022,6/27/2023,503,France,38,Female,Laptop
1,Basic,11,5/9/2022,6/28/2023,415,Brazil,45,Female,Smartphone
2,Standard,10,6/9/2022,6/28/2023,384,Mexico,28,Female,Smart TV
3,Premium,11,6/9/2022,6/29/2023,385,Spain,27,Male,Smartphone
1,Basic,11,5/9/2022,6/27/2023,414,Italy,41,Female,Smartphone
3,Premium,14,6/9/2022,6/29/2023,385,Spain,49,Male,Smart TV
1,Basic,12,8/29/2022,6/28/2023,303,Spain,35,Male,Smartphone
2,Standard,13,8/30/2022,6/28/2023,302,United States,29,Female,Smart TV
2,Standard,10,2/9/2022,6/30/2023,506,Canada,42,Male,Smartphone
1,Basic,15,9/20/2022,6/28/2023,281,United States,33,Male,Tablet
3,Premium,10,9/23/2022,6/30/2023,280,United States,30,Male,Laptop
1,Basic,11,9/29/2022,6/29/2023,273,Canada,43,Female,Smart TV
2,Standard,10,9/10/2022,1/7/2023,119,United Kingdom,42,Male,Smartphone
3,Premium,11,12/10/2022,6/29/2023,201,Australia,39,Male,Tablet
1,Basic,15,6/10/2022,6/30/2023,385,Germany,32,Female,Smart TV
3,Premium,14,9/21/2022,6/28/2023,280,France,31,Male,Smartphone
1,Basic,13,9/23/2022,1/7/2023,106,Brazil,39,Male,Smartphone
2,Standard,12,9/28/2022,6/29/2023,274,Mexico,41,Female,Smartphone
2,Standard,12,9/29/2022,6/29/2023,273,Spain,51,Female,Smart TV
1,Basic,13,3/10/2022,6/27/2023,474,Italy,29,Male,Laptop
3,Premium,10,10/28/2022,1/7/2023,71,Spain,33,Female,Smart TV
1,Basic,12,11/14/2022,6/29/2023,227,Spain,51,Female,Tablet
2,Standard,11,11/16/2022,1/7/2023,52,United States,38,Male,Tablet
3,Premium,10,11/17/2022,6/28/2023,223,Canada,37,Female,Laptop
1,Basic,13,11/20/2022,6/30/2023,222,United States,50,Female,Laptop
3,Premium,12,11/21/2022,6/29/2023,220,United States,33,Male,Tablet
1,Basic,11,11/19/2022,1/7/2023,49,Canada,27,Male,Laptop
2,Standard,11,10/28/2022,6/27/2023,242,United Kingdom,50,Female,Smartphone
2,Standard,15,10/27/2022,6/29/2023,245,Australia,47,Female,Laptop
1,Basic,13,10/27/2022,6/29/2023,245,Germany,41,Male,Laptop
3,Premium,10,10/27/2022,6/30/2023,246,France,49,Female,Laptop
1,Basic,15,10/25/2022,6/28/2023,246,Brazil,32,Male,Smart TV
2,Standard,10,10/17/2022,6/28/2023,254,Mexico,38,Female,Smartphone
3,Premium,14,8/20/2022,6/29/2023,313,Spain,38,Female,Smartphone
1,Basic,15,8/16/2022,6/29/2023,317,Italy,28,Female,Smart TV
3,Premium,13,8/15/2022,6/29/2023,318,Spain,31,Male,Tablet
1,Basic,14,8/15/2022,6/29/2023,318,Spain,39,Female,Smartphone
2,Standard,11,7/29/2022,6/29/2023,335,United States,28,Female,Smartphone
2,Standard,12,7/17/2022,6/28/2023,346,Canada,30,Female,Smartphone
1,Basic,11,7/26/2022,6/29/2023,338,United States,42,Male,Tablet
3,Premium,14,7/31/2022,6/29/2023,333,United States,33,Female,Laptop
1,Basic,14,3/8/2022,6/29/2023,478,Canada,34,Female,Smart TV
2,Standard,13,4/8/2022,6/29/2023,447,United Kingdom,49,Female,Smart TV
3,Premium,13,3/8/2022,6/29/2023,478,Australia,41,Male,Laptop
1,Basic,12,6/27/2022,6/29/2023,367,Germany,28,Male,Smart TV
3,Premium,14,6/27/2022,6/28/2023,366,France,49,Female,Laptop
1,Basic,15,6/15/2022,6/29/2023,379,Brazil,49,Male,Tablet
2,Standard,11,6/13/2022,6/29/2023,381,Mexico,36,Male,Tablet
2,Standard,11,12/6/2022,6/30/2023,206,Spain,31,Male,Smart TV
1,Basic,10,6/18/2022,6/28/2023,375,Italy,38,Male,Smartphone
3,Premium,15,6/26/2022,6/29/2023,368,Spain,34,Female,Tablet
1,Basic,11,6/30/2022,6/30/2023,365,Spain,51,Female,Smartphone
2,Standard,13,3/7/2022,6/30/2023,480,United States,49,Male,Smart TV
3,Premium,13,6/19/2022,6/28/2023,374,Canada,27,Female,Tablet
1,Basic,10,8/6/2022,6/29/2023,327,United States,38,Male,Smart TV
1,Basic,10,8/6/2022,6/30/2023,328,United States,51,Male,Tablet
1,Basic,14,9/6/2022,6/30/2023,297,Canada,47,Female,Tablet
2,Standard,15,9/6/2022,6/27/2023,294,United Kingdom,37,Male,Smartphone
3,Premium,13,10/6/2022,6/28/2023,265,Australia,37,Female,Laptop
1,Basic,11,11/6/2022,6/29/2023,235,Germany,39,Female,Tablet
1,Basic,11,6/13/2022,6/29/2023,381,France,31,Male,Smartphone
3,Premium,13,6/17/2022,6/28/2023,376,Brazil,36,Male,Smart TV
2,Standard,15,6/27/2022,6/28/2023,366,Mexico,42,Female,Smart TV
2,Standard,11,5/7/2022,6/29/2023,418,Spain,49,Male,Laptop
1,Basic,15,7/7/2022,6/29/2023,357,Italy,44,Female,Laptop
3,Premium,11,7/16/2022,6/28/2023,347,Spain,33,Male,Laptop
2,Standard,11,7/23/2022,6/27/2023,339,Spain,42,Male,Tablet
1,Basic,13,3/8/2022,6/29/2023,478,United States,39,Male,Smartphone
2,Standard,10,11/8/2022,6/29/2023,233,Canada,49,Male,Smartphone
3,Premium,12,8/15/2022,6/30/2023,319,United States,31,Male,Smartphone
1,Basic,14,8/18/2022,6/28/2023,314,United States,37,Male,Tablet
3,Premium,13,8/26/2022,6/29/2023,307,Canada,30,Female,Tablet
2,Standard,10,3/9/2022,6/28/2023,476,United Kingdom,42,Male,Smartphone
1,Basic,15,4/9/2022,6/29/2023,446,Australia,37,Female,Smart TV
2,Standard,15,5/9/2022,6/30/2023,417,Germany,36,Male,Laptop
3,Premium,11,1/9/2022,6/29/2023,536,France,28,Female,Laptop
1,Basic,15,8/31/2022,6/30/2023,303,Brazil,36,Male,Tablet
2,Standard,14,1/9/2022,6/29/2023,536,Mexico,31,Female,Tablet
3,Premium,14,9/17/2022,1/7/2023,112,Spain,46,Male,Smart TV
1,Basic,13,9/21/2022,6/28/2023,280,Italy,28,Male,Laptop
3,Premium,15,9/29/2022,1/7/2023,100,Spain,31,Male,Tablet
1,Basic,12,6/10/2022,6/29/2023,384,Spain,43,Male,Smart TV
2,Standard,10,12/10/2022,2/7/2023,59,United States,28,Male,Laptop
2,Standard,13,7/10/2022,6/30/2023,355,Canada,32,Female,Smartphone
1,Basic,12,4/10/2022,6/30/2023,446,United States,31,Female,Laptop
3,Premium,11,9/24/2022,6/28/2023,277,United States,45,Male,Smart TV
1,Basic,14,9/25/2022,1/7/2023,104,Canada,36,Male,Smartphone
2,Standard,14,9/27/2022,6/30/2023,276,United Kingdom,35,Male,Laptop
3,Premium,13,9/30/2022,1/7/2023,99,Australia,27,Female,Tablet
1,Basic,13,4/10/2022,6/28/2023,444,Germany,32,Male,Laptop
3,Premium,12,10/24/2022,1/7/2023,75,France,46,Female,Smartphone
1,Basic,12,10/28/2022,6/30/2023,245,Brazil,36,Male,Smart TV
2,Standard,13,2/11/2022,1/7/2023,330,Mexico,39,Male,Laptop
2,Standard,12,7/11/2022,6/28/2023,352,Spain,48,Female,Smart TV
1,Basic,10,10/11/2022,6/30/2023,262,Italy,48,Female,Smart TV
3,Premium,14,11/15/2022,6/29/2023,226,Spain,27,Female,Laptop
1,Basic,13,8/11/2022,1/7/2023,149,Spain,45,Male,Tablet
2,Standard,10,1/11/2022,6/27/2023,532,United States,30,Male,Laptop
3,Premium,15,10/30/2022,6/29/2023,242,Canada,29,Male,Tablet
1,Basic,12,10/28/2022,6/29/2023,244,United States,43,Female,Laptop
3,Premium,10,10/26/2022,6/30/2023,247,United States,43,Male,Laptop
1,Basic,15,10/18/2022,6/29/2023,254,Canada,39,Female,Tablet
2,Standard,14,9/30/2022,6/30/2023,273,United Kingdom,27,Male,Tablet
2,Standard,10,3/9/2022,6/29/2023,477,Australia,33,Female,Tablet
